building_id,load_type,ashrae_climate_zone,vintage,building_type,location,area_sqm,annual_heating_cooling_ratio,chw_annual_load,chw_cooling_hour_ratio,chw_cooling_hours,chw_data_coverage,chw_max_load,chw_max_load_gt0,chw_max_load_per_area,chw_mean_load,chw_mean_load_gt0,chw_median_load,chw_median_load_gt0,chw_min_load,chw_min_load_gt0,chw_pct_below_10pct_max,chw_pct_below_20pct_max,chw_pct_below_30pct_max,chw_pct_below_40pct_max,chw_pct_below_50pct_max,chw_pct_below_60pct_max,chw_pct_below_70pct_max,chw_pct_below_80pct_max,chw_pct_below_90pct_max,chw_q25_load,chw_q75_load,chw_valid_hours,heat_recovery_heating_fraction,hhw_annual_load,hhw_data_coverage,hhw_heating_hour_ratio,hhw_heating_hours,hhw_max_load,hhw_max_load_gt0,hhw_max_load_per_area,hhw_mean_load,hhw_mean_load_gt0,hhw_median_load,hhw_median_load_gt0,hhw_min_load,hhw_min_load_gt0,hhw_pct_below_10pct_max,hhw_pct_below_20pct_max,hhw_pct_below_30pct_max,hhw_pct_below_40pct_max,hhw_pct_below_50pct_max,hhw_pct_below_60pct_max,hhw_pct_below_70pct_max,hhw_pct_below_80pct_max,hhw_pct_below_90pct_max,hhw_q25_load,hhw_q75_load,hhw_valid_hours,max_heating_load_after_heat_recovery,max_temp,mean_temp,median_temp,min_temp,q10_temp,q20_temp,q25_temp,q30_temp,q40_temp,q50_temp,q60_temp,q70_temp,q75_temp,q80_temp,q90_temp,ratio_of_peak_heating_and_cooling,simultaneous_heating_and_cooling_hour_ratio,simultaneous_heating_and_cooling_hours
316,simulation,3C,2020s,Hospital,Santa Maria,23000,0.74,686684372.86,83.74,7336.0,100.0,1084782.81,1084782.81,46.7,78388.63,93604.74,4065.48,7073.5,0.0,0.24,79.97,87.72,91.97,95.42,96.5,97.57,98.79,99.44,99.85,1069.37,75151.51,8760.0,0.35,505487086.45,100.0,100.0,8760.0,537973.88,537973.88,23.16,57704.01,57704.01,56327.37,56327.37,3246.24,3246.24,48.3,89.71,96.19,98.14,99.11,99.59,99.84,99.95,99.98,22564.82,69747.32,8760.0,514474.46,37.2,13.98,13.47,-1.32,7.76,10.0,10.6,11.28,12.45,13.47,14.55,16.24,17.18,18.27,20.99,0.5,83.74,7336.0
317,simulation,3C,2020s,Manufacturing,Santa Maria,19000,5.54,422649160.5,97.5,8541.0,100.0,1108387.58,1108387.58,59.65,48247.62,49484.74,7081.87,7600.52,0.0,0.0,89.03,94.0,96.51,97.89,98.74,99.36,99.62,99.69,99.91,4235.87,37922.23,8760.0,0.06,2341149230.75,100.0,100.0,8760.0,1211194.26,1211194.26,65.19,267254.48,267254.48,232723.68,232723.68,4510.23,4510.23,34.71,51.39,68.85,83.0,91.06,96.07,98.45,99.54,99.87,46960.09,407858.02,8760.0,1125865.23,37.2,13.98,13.47,-1.32,7.76,10.0,10.6,11.28,12.45,13.47,14.55,16.24,17.18,18.27,20.99,1.09,97.5,8541.0
318,simulation,3C,2020s,OfficeLarge,Santa Maria,16000,0.34,529606985.27,44.67,3913.0,100.0,767861.87,767861.87,47.24,60457.42,135345.51,0.0,75546.07,0.0,5.92,77.88,86.34,91.0,94.42,96.04,96.63,97.33,98.81,99.65,0.0,56384.88,8760.0,0.43,179867329.91,100.0,100.0,8760.0,416439.34,416439.34,25.62,20532.8,20532.8,12856.54,12856.54,2269.48,2269.48,91.64,96.64,98.16,98.81,99.41,99.79,99.91,99.95,99.98,3388.51,24215.61,8760.0,416439.34,37.2,13.98,13.47,-1.32,7.76,10.0,10.6,11.28,12.45,13.47,14.55,16.24,17.18,18.27,20.99,0.54,44.67,3913.0
319,simulation,3B,2020s,Academic,Los Angeles,14000,0.36,1077338033.28,96.72,8473.0,100.0,1030508.47,1030508.47,73.9,122983.79,127149.54,17086.92,21593.07,0.0,0.0,70.71,80.67,86.24,89.06,91.06,93.58,96.68,98.94,99.68,1946.22,137944.17,8760.0,0.68,392463535.6,100.0,100.0,8760.0,388922.08,388922.08,27.89,44801.77,44801.77,13044.59,13044.59,611.51,611.51,64.61,76.13,80.27,98.84,99.32,99.65,99.84,99.94,99.97,7815.6,74580.6,8760.0,388922.01,37.8,17.29,17.34,5.25,12.16,13.55,14.19,14.9,16.1,17.34,18.38,19.4,19.93,20.66,22.45,0.38,96.72,8473.0
320,simulation,3B,2020s,Academic,Los Angeles,44000,0.2,3261644471.08,99.66,8730.0,100.0,2504731.37,2504731.37,56.76,372333.84,373613.34,122883.81,123885.75,0.0,0.0,60.63,74.89,82.55,86.4,89.97,93.62,97.05,99.08,99.76,25074.07,505355.28,8760.0,0.81,659661870.84,100.0,100.0,8760.0,388227.91,388227.91,8.8,75303.87,75303.87,51484.42,51484.42,8199.39,8199.39,44.89,65.05,74.82,81.18,91.59,96.64,99.75,99.89,99.98,17972.97,117529.53,8760.0,378349.0,37.8,17.29,17.34,5.25,12.16,13.55,14.19,14.9,16.1,17.34,18.38,19.4,19.93,20.66,22.45,0.15,99.66,8730.0
321,simulation,3B,2020s,Hospital,Los Angeles,23000,0.22,1411085616.69,92.18,8075.0,100.0,1159762.74,1159762.74,49.93,161082.83,174747.44,55590.57,69268.1,0.0,0.99,64.49,78.28,84.11,87.39,90.64,93.58,96.16,98.32,99.57,3606.85,191351.07,8760.0,0.59,307628701.23,100.0,100.0,8760.0,334902.5,334902.5,14.42,35117.43,35117.43,25720.8,25720.8,2841.76,2841.76,55.35,92.72,97.27,98.89,99.47,99.77,99.9,99.94,99.98,7589.69,58742.85,8760.0,334902.5,37.8,17.29,17.34,5.25,12.16,13.55,14.19,14.9,16.1,17.34,18.38,19.4,19.93,20.66,22.45,0.29,92.18,8075.0
322,simulation,3B,2020s,Manufacturing,Los Angeles,19000,1.23,859729696.59,98.03,8587.0,100.0,1222614.34,1222614.34,65.8,98142.66,100119.91,23746.45,25874.98,0.0,0.0,77.71,86.24,91.0,95.32,97.88,99.08,99.68,99.92,99.94,5533.71,99582.29,8760.0,0.13,1058675022.82,100.0,100.0,8760.0,767040.34,767040.34,41.28,120853.31,120853.31,38460.54,38460.54,3823.89,3823.89,58.23,68.34,78.49,87.32,93.03,96.63,98.6,99.51,99.92,17383.72,203354.29,8760.0,767040.29,37.8,17.29,17.34,5.25,12.16,13.55,14.19,14.9,16.1,17.34,18.38,19.4,19.93,20.66,22.45,0.63,98.03,8587.0
323,simulation,3B,2020s,OfficeLarge,Los Angeles,16000,0.12,1093363825.52,60.75,5322.0,100.0,843883.61,843883.61,51.91,124813.22,205442.28,19533.38,112674.3,0.0,7.62,64.49,76.94,83.65,86.22,88.2,89.61,91.95,97.12,99.44,0.0,150792.76,8760.0,0.65,131661986.65,100.0,100.0,8760.0,280211.34,280211.34,17.24,15029.91,15029.91,9706.51,9706.51,2075.61,2075.61,88.34,96.16,98.61,99.67,99.81,99.85,99.91,99.93,99.95,3083.29,20413.07,8760.0,280211.34,37.8,17.29,17.34,5.25,12.16,13.55,14.19,14.9,16.1,17.34,18.38,19.4,19.93,20.66,22.45,0.33,60.75,5322.0
324,simulation,3B,2020s,Academic,San Diego,14000,0.35,1159101688.81,96.87,8486.0,100.0,1105199.12,1105199.12,79.26,132317.54,136589.88,20785.11,24652.92,0.0,0.0,72.02,82.09,84.94,86.97,90.32,94.16,97.29,99.13,99.67,2390.61,132878.93,8760.0,0.7,400237924.21,100.0,100.0,8760.0,332183.27,332183.27,23.82,45689.26,45689.26,13041.18,13041.18,610.81,610.81,61.55,71.46,79.06,89.53,99.06,99.53,99.69,99.87,99.92,7722.39,78182.15,8760.0,332183.24,37.55,17.69,17.8,5.0,12.34,14.07,14.75,15.6,16.7,17.8,18.9,20.0,20.35,20.94,22.8,0.3,96.87,8486.0
325,simulation,3B,2020s,Academic,San Diego,44000,0.2,3469471859.27,99.74,8737.0,100.0,2353269.77,2353269.77,53.33,396058.43,397101.05,139905.95,140882.89,0.0,0.0,58.5,73.22,79.63,82.91,86.51,91.19,95.76,98.24,99.47,25284.27,516858.25,8760.0,0.83,685345628.91,100.0,100.0,8760.0,387521.79,387521.79,8.78,78235.8,78235.8,53500.0,53500.0,8023.26,8023.26,43.58,61.07,71.28,80.81,92.41,97.07,99.81,99.89,99.98,17721.04,128229.53,8760.0,377183.7,37.55,17.69,17.8,5.0,12.34,14.07,14.75,15.6,16.7,17.8,18.9,20.0,20.35,20.94,22.8,0.16,99.74,8737.0
326,simulation,3B,2020s,Hospital,San Diego,23000,0.2,1491382104.18,93.46,8187.0,100.0,1123639.23,1123639.23,48.38,170249.1,182164.66,62579.55,73779.19,0.0,0.96,62.32,76.24,81.46,85.95,89.58,92.56,95.76,98.31,99.55,4455.85,205366.51,8760.0,0.63,294132586.8,100.0,100.0,8760.0,309210.33,309210.33,13.31,33576.78,33576.78,27114.52,27114.52,2785.56,2785.56,53.08,84.58,97.81,99.13,99.6,99.85,99.94,99.98,99.99,7101.26,57030.36,8760.0,309210.33,37.55,17.69,17.8,5.0,12.34,14.07,14.75,15.6,16.7,17.8,18.9,20.0,20.35,20.94,22.8,0.28,93.46,8187.0
327,simulation,3B,2020s,Manufacturing,San Diego,19000,1.05,924698912.79,98.05,8589.0,100.0,1206871.73,1206871.73,64.96,105559.24,107660.84,28642.83,30816.55,0.0,0.0,76.78,84.37,89.77,94.33,97.43,98.65,99.37,99.79,99.94,5558.3,105668.52,8760.0,0.15,970438610.05,100.0,100.0,8760.0,744188.27,744188.27,40.05,110780.66,110780.66,36641.51,36641.51,3746.4,3746.4,61.77,71.5,80.14,87.4,93.42,96.88,98.7,99.46,99.77,17046.71,177420.7,8760.0,744187.54,37.55,17.69,17.8,5.0,12.34,14.07,14.75,15.6,16.7,17.8,18.9,20.0,20.35,20.94,22.8,0.62,98.05,8589.0
328,simulation,3B,2020s,OfficeLarge,San Diego,16000,0.11,1192936653.47,62.82,5503.0,100.0,799157.51,799157.51,49.16,136179.98,216779.33,25849.11,109493.1,0.0,9.2,63.22,74.89,79.87,81.29,82.76,86.02,91.86,97.26,99.38,0.0,160792.0,8760.0,0.72,135924467.15,100.0,100.0,8760.0,196246.63,196246.63,12.07,15516.49,15516.49,10073.22,10073.22,2038.06,2038.06,70.86,93.28,95.71,98.0,99.69,99.95,99.98,99.98,99.99,3079.8,21057.41,8760.0,196246.63,37.55,17.69,17.8,5.0,12.34,14.07,14.75,15.6,16.7,17.8,18.9,20.0,20.35,20.94,22.8,0.25,62.82,5503.0
329,simulation,3B,2020s,Academic,Long Beach,14000,0.26,1572475146.46,96.78,8478.0,100.0,1337965.84,1337965.84,95.95,179506.3,185477.13,33203.62,40256.58,0.0,0.0,68.9,78.96,81.47,84.22,88.84,93.41,97.05,99.26,99.84,2136.88,188216.47,8760.0,0.71,406626481.97,100.0,100.0,8760.0,527924.14,527924.14,37.86,46418.55,46418.55,12916.88,12916.88,610.12,610.12,66.88,79.12,98.05,99.17,99.57,99.81,99.93,99.99,99.99,7598.13,78561.96,8760.0,527924.13,42.2,18.48,18.42,1.21,10.81,13.01,14.0,15.0,16.91,18.42,19.83,21.24,22.17,23.42,26.58,0.39,96.78,8478.0
330,simulation,3B,2020s,Academic,Long Beach,44000,0.16,4436748803.73,99.74,8737.0,100.0,2756536.5,2756536.5,62.47,506478.17,507811.47,183720.87,186036.88,0.0,0.0,56.5,69.41,76.08,80.0,84.6,90.05,94.74,98.38,99.79,26871.2,755585.71,8760.0,0.8,696357281.93,100.0,100.0,8760.0,622747.84,622747.84,14.11,79492.84,79492.84,57379.55,57379.55,7717.32,7717.32,51.38,74.28,90.81,98.26,99.62,99.83,99.94,99.97,99.98,17178.5,127055.19,8760.0,451781.29,42.2,18.48,18.42,1.21,10.81,13.01,14.0,15.0,16.91,18.42,19.83,21.24,22.17,23.42,26.58,0.23,99.74,8737.0
331,simulation,3B,2020s,Hospital,Long Beach,23000,0.16,2126605769.02,91.92,8052.0,100.0,1246655.36,1246655.36,53.67,242763.22,264109.01,78383.27,97292.97,0.0,0.48,58.97,70.98,75.43,78.36,81.97,86.28,90.87,95.88,99.28,3687.76,363412.69,8760.0,0.58,341290276.03,100.0,100.0,8760.0,352679.36,352679.36,15.18,38960.08,38960.08,34163.43,34163.43,2689.6,2689.6,51.12,89.59,96.04,98.15,99.02,99.58,99.83,99.92,99.99,6787.51,58810.62,8760.0,352679.36,42.2,18.48,18.42,1.21,10.81,13.01,14.0,15.0,16.91,18.42,19.83,21.24,22.17,23.42,26.58,0.28,91.92,8052.0
332,simulation,3B,2020s,Manufacturing,Long Beach,19000,0.72,1567821019.65,98.03,8587.0,100.0,1558931.6,1558931.6,83.9,178975.0,182580.76,37946.51,40937.12,0.0,0.0,70.9,78.58,84.49,89.47,94.06,97.16,98.66,99.52,99.81,5635.01,227181.58,8760.0,0.13,1126912587.13,100.0,100.0,8760.0,1009259.93,1009259.93,54.32,128642.99,128642.99,34238.18,34238.18,3614.28,3614.28,66.13,74.83,83.29,89.67,94.44,97.64,99.42,99.91,99.95,14724.01,204394.03,8760.0,920356.35,42.2,18.48,18.42,1.21,10.81,13.01,14.0,15.0,16.91,18.42,19.83,21.24,22.17,23.42,26.58,0.65,98.03,8587.0
333,simulation,3B,2020s,OfficeLarge,Long Beach,16000,0.1,1545521280.35,61.71,5406.0,100.0,851062.39,851062.39,52.35,176429.37,285889.99,31549.71,166477.44,0.0,21.88,59.0,69.47,74.89,77.17,78.84,81.63,86.78,92.99,98.55,0.0,259419.0,8760.0,0.68,152196868.85,100.0,100.0,8760.0,303573.85,303573.85,18.67,17374.07,17374.07,10493.53,10493.53,1971.19,1971.19,87.57,94.09,98.76,99.55,99.73,99.82,99.9,99.97,99.98,3060.52,21683.13,8760.0,303573.85,42.2,18.48,18.42,1.21,10.81,13.01,14.0,15.0,16.91,18.42,19.83,21.24,22.17,23.42,26.58,0.36,61.71,5406.0
334,simulation,3B,2020s,Academic,Los Angeles,14000,0.29,1477028545.09,96.37,8442.0,100.0,1269960.94,1269960.94,91.08,168610.56,174961.92,24403.23,30902.18,0.0,0.0,70.14,79.69,81.7,83.97,88.52,93.12,96.82,99.03,99.86,1668.87,170896.01,8760.0,0.65,428662732.03,100.0,100.0,8760.0,665539.48,665539.48,47.73,48934.1,48934.1,13189.31,13189.31,610.9,610.9,69.78,89.67,98.58,99.34,99.7,99.87,99.95,99.98,99.99,7799.96,83562.14,8760.0,665539.47,43.44,18.21,17.7,1.17,10.0,12.27,13.26,14.36,16.1,17.7,19.36,21.35,22.45,23.76,27.45,0.52,96.37,8442.0
335,simulation,3B,2020s,Academic,Los Angeles,44000,0.17,4164141468.94,99.68,8732.0,100.0,2686555.48,2686555.48,60.88,475358.62,476882.9,143408.85,145431.96,0.0,0.0,59.11,71.44,76.62,80.03,84.83,90.13,94.99,98.48,99.61,23257.45,696616.78,8760.0,0.76,727767312.92,100.0,100.0,8760.0,607737.63,607737.63,13.77,83078.46,83078.46,61935.6,61935.6,7760.93,7760.93,49.66,71.75,88.63,96.93,99.06,99.5,99.77,99.91,99.94,17302.08,133557.48,8760.0,511009.37,43.44,18.21,17.7,1.17,10.0,12.27,13.26,14.36,16.1,17.7,19.36,21.35,22.45,23.76,27.45,0.23,99.68,8732.0
336,simulation,3B,2020s,Hospital,Los Angeles,23000,0.19,2023827923.14,90.72,7947.0,100.0,1250861.47,1250861.47,53.85,231030.58,254665.65,60601.36,81837.01,0.0,3.5,62.6,71.85,76.06,78.66,82.55,87.26,91.85,96.26,99.29,3116.74,338640.86,8760.0,0.53,377373045.28,100.0,100.0,8760.0,486058.36,486058.36,20.93,43079.11,43079.11,37505.03,37505.03,2703.23,2703.23,56.86,93.13,97.34,98.86,99.5,99.62,99.84,99.92,99.98,8920.48,60625.4,8760.0,434529.49,43.44,18.21,17.7,1.17,10.0,12.27,13.26,14.36,16.1,17.7,19.36,21.35,22.45,23.76,27.45,0.39,90.72,7947.0
337,simulation,3B,2020s,Manufacturing,Los Angeles,19000,0.78,1585626851.6,98.13,8596.0,100.0,1552614.86,1552614.86,83.56,181007.63,184461.01,30655.07,33565.45,0.0,0.0,71.31,78.37,84.22,89.2,93.11,96.15,98.32,99.3,99.7,5441.9,228252.72,8760.0,0.11,1230924601.46,100.0,100.0,8760.0,982216.68,982216.68,52.86,140516.51,140516.51,37263.96,37263.96,3633.08,3633.08,62.96,72.27,80.53,87.63,92.91,96.79,98.54,99.45,99.86,16411.08,225270.09,8760.0,941762.06,43.44,18.21,17.7,1.17,10.0,12.27,13.26,14.36,16.1,17.7,19.36,21.35,22.45,23.76,27.45,0.63,98.13,8596.0
338,simulation,3B,2020s,OfficeLarge,Los Angeles,16000,0.12,1475911461.47,59.93,5250.0,100.0,855408.06,855408.06,52.62,168483.04,281125.99,20296.05,157016.0,0.0,17.46,62.18,71.2,75.47,77.4,79.16,82.35,87.83,94.02,98.93,0.0,239002.1,8760.0,0.66,173245779.37,100.0,100.0,8760.0,334386.57,334386.57,20.57,19776.92,19776.92,11245.33,11245.33,1981.79,1981.79,86.36,93.16,98.53,99.3,99.54,99.66,99.81,99.87,99.97,3089.05,23387.3,8760.0,334386.57,43.44,18.21,17.7,1.17,10.0,12.27,13.26,14.36,16.1,17.7,19.36,21.35,22.45,23.76,27.45,0.39,59.93,5250.0
339,simulation,3B,2020s,Academic,Riverside,14000,0.26,1642607404.74,96.29,8435.0,100.0,1300419.81,1300419.81,93.26,187512.26,194737.1,30109.37,35583.35,0.0,0.0,68.53,77.98,80.35,82.74,87.32,91.67,95.4,98.38,99.7,1622.15,193258.16,8760.0,0.65,428198034.61,100.0,100.0,8760.0,564445.95,564445.95,40.48,48881.05,48881.05,13149.62,13149.62,609.57,609.57,66.74,78.76,97.37,98.86,99.46,99.66,99.83,99.91,99.98,7698.17,85751.89,8760.0,563672.33,44.11,18.69,18.0,0.5,9.36,11.91,13.0,14.0,16.27,18.0,20.0,22.2,23.44,25.07,29.42,0.43,96.29,8435.0
340,simulation,3B,2020s,Academic,Riverside,44000,0.16,4595999312.91,99.69,8733.0,100.0,2814942.37,2814942.37,63.79,524657.46,526279.55,164936.94,167202.59,0.0,0.0,57.55,69.38,74.84,78.86,83.92,89.47,94.37,97.81,99.6,24850.61,854049.86,8760.0,0.76,731540162.03,100.0,100.0,8760.0,662485.16,662485.16,15.01,83509.15,83509.15,65067.72,65067.72,7504.28,7504.28,50.51,74.59,90.73,98.5,99.32,99.58,99.84,99.89,99.93,17020.28,134120.8,8760.0,474786.15,44.11,18.69,18.0,0.5,9.36,11.91,13.0,14.0,16.27,18.0,20.0,22.2,23.44,25.07,29.42,0.24,99.69,8733.0
341,simulation,3B,2020s,Hospital,Riverside,23000,0.17,2245485041.98,91.37,8004.0,100.0,1298719.05,1298719.05,55.91,256333.91,280545.36,70013.12,91733.82,0.0,0.67,60.96,69.75,73.96,76.55,80.87,86.2,90.87,95.61,99.08,3208.3,428201.9,8760.0,0.54,387963308.35,100.0,100.0,8760.0,468677.1,468677.1,20.18,44288.05,44288.05,40653.75,40653.75,2646.22,2646.22,54.36,92.04,97.04,98.52,99.37,99.59,99.78,99.9,99.98,9446.36,61360.16,8760.0,468677.1,44.11,18.69,18.0,0.5,9.36,11.91,13.0,14.0,16.27,18.0,20.0,22.2,23.44,25.07,29.42,0.36,91.37,8004.0
342,simulation,3B,2020s,Manufacturing,Riverside,19000,0.67,1902093240.27,97.87,8573.0,100.0,1595752.76,1595752.76,85.89,217133.93,221870.2,35487.77,38801.19,0.0,0.0,68.44,75.42,81.36,86.54,90.56,93.6,96.38,98.68,99.46,5431.29,304933.07,8760.0,0.11,1282576519.6,100.0,100.0,8760.0,1030381.51,1030381.51,55.46,146412.84,146412.84,35417.02,35417.02,3521.69,3521.69,63.82,72.01,80.14,87.43,93.01,96.53,98.53,99.49,99.86,15083.51,244941.42,8760.0,942337.78,44.11,18.69,18.0,0.5,9.36,11.91,13.0,14.0,16.27,18.0,20.0,22.2,23.44,25.07,29.42,0.65,97.87,8573.0
343,simulation,3B,2020s,OfficeLarge,Riverside,16000,0.11,1637657925.31,59.62,5223.0,100.0,886970.18,886970.18,54.56,186947.25,313547.37,24748.22,200381.17,0.0,6.77,60.19,68.56,73.63,75.96,78.09,81.45,86.61,92.44,98.57,0.0,321817.93,8760.0,0.67,179290151.1,100.0,100.0,8760.0,371290.57,371290.57,22.84,20466.91,20466.91,12232.05,12232.05,1926.43,1926.43,85.95,95.56,99.02,99.34,99.53,99.75,99.92,99.97,99.98,3106.12,24133.44,8760.0,371290.57,44.11,18.69,18.0,0.5,9.36,11.91,13.0,14.0,16.27,18.0,20.0,22.2,23.44,25.07,29.42,0.42,59.62,5223.0
344,simulation,3B,2020s,Academic,Red Bluff,14000,0.34,1429125939.14,94.5,8278.0,100.0,1271041.25,1271041.25,91.15,163142.23,172641.45,17775.36,27196.27,0.0,0.0,73.68,80.79,82.89,84.58,87.84,91.94,95.8,98.95,99.98,1747.67,141076.44,8760.0,0.51,479969897.95,100.0,100.0,8760.0,736154.75,736154.75,52.79,54791.08,54791.08,14434.82,14434.82,610.05,610.05,71.06,90.35,96.83,98.74,99.58,99.86,99.97,99.98,99.98,8444.94,96272.06,8760.0,719220.38,43.3,17.73,16.91,-3.55,6.1,8.83,10.0,11.45,14.11,16.91,19.65,22.63,24.11,26.11,31.74,0.58,94.5,8278.0
345,simulation,3B,2020s,Academic,Red Bluff,44000,0.23,4231079590.8,99.33,8701.0,100.0,2759796.73,2759796.73,62.54,482999.95,486275.09,105865.91,111048.12,0.0,0.0,61.08,72.16,77.11,80.24,84.21,89.42,93.93,97.34,99.51,18437.99,680135.25,8760.0,0.56,964021733.04,100.0,100.0,8760.0,910643.49,910643.49,20.64,110048.14,110048.14,79326.19,79326.19,7275.35,7275.35,53.52,79.63,92.39,95.97,97.83,98.89,99.41,99.74,99.83,17647.2,162269.81,8760.0,866616.68,43.3,17.73,16.91,-3.55,6.1,8.83,10.0,11.45,14.11,16.91,19.65,22.63,24.11,26.11,31.74,0.33,99.33,8701.0
346,simulation,3B,2020s,Hospital,Red Bluff,23000,0.2,1799585030.65,93.06,8152.0,100.0,1187917.14,1187917.14,51.14,205432.08,220753.81,56312.63,66113.78,0.0,1.12,66.46,73.08,76.8,79.26,82.9,88.48,93.68,97.75,99.76,2957.16,285174.63,8760.0,0.53,358452133.14,100.0,100.0,8760.0,470471.41,470471.41,20.26,40919.19,40919.19,29180.18,29180.18,2561.12,2561.12,60.09,92.88,96.48,98.31,99.03,99.55,99.78,99.9,99.95,5475.1,59861.62,8760.0,466984.18,43.3,17.73,16.91,-3.55,6.1,8.83,10.0,11.45,14.11,16.91,19.65,22.63,24.11,26.11,31.74,0.4,93.06,8152.0
347,simulation,3B,2020s,Manufacturing,Red Bluff,19000,0.98,2110050515.86,98.47,8626.0,100.0,1609587.87,1609587.87,86.63,240873.35,244615.18,24324.07,27179.21,0.0,0.0,69.01,74.65,79.35,83.87,87.97,91.2,94.02,96.6,98.53,4980.9,331960.04,8760.0,0.07,2077032019.58,100.0,100.0,8760.0,1416652.18,1416652.18,76.25,237104.11,237104.11,47441.73,47441.73,3423.33,3423.33,56.93,65.53,74.01,82.98,90.7,96.12,98.48,99.62,99.85,15557.55,445464.74,8760.0,1403768.25,43.3,17.73,16.91,-3.55,6.1,8.83,10.0,11.45,14.11,16.91,19.65,22.63,24.11,26.11,31.74,0.88,98.47,8626.0
348,simulation,3B,2020s,OfficeLarge,Red Bluff,16000,0.2,1493235000.12,54.97,4815.0,100.0,984154.82,984154.82,60.54,170460.62,310121.5,4306.76,188728.1,0.0,7.81,65.17,73.12,77.23,79.81,82.31,85.84,91.21,95.91,99.27,0.0,224702.48,8760.0,0.54,293808628.09,100.0,100.0,8760.0,469076.0,469076.0,28.86,33539.8,33539.8,18599.13,18599.13,1888.38,1888.38,76.45,93.63,96.52,97.75,98.81,99.5,99.7,99.85,99.93,3476.76,42090.25,8760.0,464690.63,43.3,17.73,16.91,-3.55,6.1,8.83,10.0,11.45,14.11,16.91,19.65,22.63,24.11,26.11,31.74,0.48,54.97,4815.0
349,simulation,3B,2020s,Academic,Stockton,14000,0.46,1087402710.65,93.69,8207.0,100.0,1152859.15,1152859.15,82.68,124132.73,132496.98,9353.89,12666.63,0.0,0.0,76.8,83.63,86.11,87.95,90.53,93.72,96.77,99.09,99.91,800.1,98278.73,8760.0,0.48,497132224.04,100.0,100.0,8760.0,717139.4,717139.4,51.43,56750.25,56750.25,16177.67,16177.67,611.44,611.44,70.54,88.01,96.66,98.58,99.42,99.73,99.89,99.98,99.98,8702.46,96066.79,8760.0,717139.31,40.89,15.95,15.0,-2.2,6.18,9.11,10.0,11.06,13.01,15.0,16.91,19.26,20.74,22.55,27.82,0.62,93.69,8207.0
350,simulation,3B,2020s,Academic,Stockton,44000,0.3,3240383899.83,99.39,8707.0,100.0,2566004.12,2566004.12,58.15,369906.84,372158.48,53563.54,54783.7,0.0,0.0,66.96,77.56,82.23,85.01,87.96,91.44,95.03,98.04,99.55,14406.81,417762.59,8760.0,0.55,960740677.88,100.0,100.0,8760.0,947708.2,947708.2,21.48,109673.59,109673.59,72388.54,72388.54,7997.32,7997.32,56.76,79.87,93.61,96.45,98.03,99.13,99.6,99.83,99.9,18444.48,167561.65,8760.0,789445.31,40.89,15.95,15.0,-2.2,6.18,9.11,10.0,11.06,13.01,15.0,16.91,19.26,20.74,22.55,27.82,0.37,99.39,8707.0
351,simulation,3B,2020s,Hospital,Stockton,23000,0.28,1383663730.29,90.46,7924.0,100.0,1140921.77,1140921.77,49.12,157952.48,174616.83,21815.99,37647.57,0.0,0.21,72.08,78.44,81.45,84.0,87.2,91.06,95.39,98.54,99.81,2412.08,146975.99,8760.0,0.46,387535067.82,100.0,100.0,8760.0,473727.2,473727.2,20.4,44239.16,44239.16,31168.7,31168.7,2778.4,2778.4,57.36,91.48,95.84,97.77,98.74,99.43,99.73,99.92,99.99,5671.51,63770.83,8760.0,442641.92,40.89,15.95,15.0,-2.2,6.18,9.11,10.0,11.06,13.01,15.0,16.91,19.26,20.74,22.55,27.82,0.42,90.46,7924.0
352,simulation,3B,2020s,Manufacturing,Stockton,19000,1.67,1358057914.12,97.95,8580.0,100.0,1504690.84,1504690.84,80.98,155029.44,158281.81,11139.15,11752.11,0.0,0.0,78.12,82.24,85.92,89.28,92.34,95.11,97.16,98.63,99.7,4466.06,99632.0,8760.0,0.06,2264566249.11,100.0,100.0,8760.0,1372122.64,1372122.64,73.85,258512.13,258512.13,130329.39,130329.39,3739.23,3739.23,50.55,61.06,71.67,81.48,89.21,95.29,98.52,99.57,99.82,27166.02,457378.34,8760.0,1358938.06,40.89,15.95,15.0,-2.2,6.18,9.11,10.0,11.06,13.01,15.0,16.91,19.26,20.74,22.55,27.82,0.91,97.95,8580.0
353,simulation,3B,2020s,OfficeLarge,Stockton,16000,0.23,1148594810.79,51.31,4495.0,100.0,941813.17,941813.17,57.94,131118.13,255527.21,207.5,129981.17,0.0,9.57,70.8,78.66,82.59,84.61,86.31,88.89,92.99,97.4,99.73,0.0,138549.91,8760.0,0.49,264723859.93,100.0,100.0,8760.0,435917.1,435917.1,26.82,30219.62,30219.62,16973.34,16973.34,2047.07,2047.07,80.41,93.12,96.18,97.32,98.33,99.24,99.74,99.89,99.97,3325.7,31908.76,8760.0,435917.1,40.89,15.95,15.0,-2.2,6.18,9.11,10.0,11.06,13.01,15.0,16.91,19.26,20.74,22.55,27.82,0.46,51.31,4495.0
